"","ï..lat","lng","address","dispatch","response_time","calculatedResponse"
"233",47.575,-122.3,"3199 25th Avenue South, Seattle, WA 98144, USA","Seattle Medic 28",503,521.676350213479
"234",47.575,-122.295,"3206 Rainier Avenue South, Seattle, WA 98144, USA","Seattle Medic 28",429,451.017756196924
"235",47.575,-122.29,"3201-3211 34th Avenue South, Seattle, WA 98144, USA","Seattle Medic 28",439,460.56621484781
"236",47.575,-122.285,"3201 Hunter Boulevard South, Seattle, WA 98144, USA","Seattle Medic 28",418,440.51445168095
"237",47.575,-122.28,"2721-3279 Lake Washington Boulevard South, Seattle, WA 98144, USA","Seattle Medic 28",388,411.869075728293
"238",47.58,-122.41,"2701-2715 Alki Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",646,658.219308921145
"239",47.58,-122.405,"2538-2542 57th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",578,593.289790095122
"240",47.58,-122.4,"5305 Southwest Pritchard Street, Seattle, WA 98116, USA","Seattle Medic 32",576,591.380098364945
"241",47.58,-122.395,"2639-2645 50th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",497,515.947275022947
"242",47.58,-122.39,"2638 46th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",477,496.850357721176
"243",47.58,-122.385,"2649-2699 42nd Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",406,429.056301299887
"244",47.58,-122.38,"2656-2664 38th Avenue Southwest, Seattle, WA 98126, USA","Seattle Medic 32",366,390.862466696344
"245",47.58,-122.375,"2300-2998 Fauntleroy Way Southwest, Seattle, WA 98126, USA","Seattle Medic 32",395,418.552996783913
"246",47.58,-122.37,"2565-3233 West Marginal Way Southwest, Seattle, WA 98126, USA","Seattle Medic 32",548,564.644414142465
"247",47.58,-122.365,"2500-2862 26th Avenue Southwest, Seattle, WA 98106, USA","Seattle Medic 32",485,504.489124641885
"248",47.58,-122.36,"1798 Southwest Lander Street, Seattle, WA 98134, USA","Seattle Medic 32",726,734.606978128231
"249",47.58,-122.355,"1507-1599 Southwest Florida Street, Seattle, WA 98134, USA","Seattle Medic 32",707,716.464906691548
"250",47.58,-122.35,"3099 11th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10",949,947.537606042983
"251",47.58,-122.345,"1 South Lander Street, Seattle, WA 98134, USA","Seattle Medic 10",556,572.283181063173
"252",47.58,-122.34,"2500-2698 East Marginal Way South, Seattle, WA 98134, USA","Seattle Medic 10",509,527.40542540401
"253",47.58,-122.335,"2558-2698 Utah Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",450,471.069519363784
"254",47.58,-122.33,"2649-2699 3rd Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",382,406.140000537761
"255",47.58,-122.325,"700-724 South Lander Street, Seattle, WA 98134, USA","Seattle Medic 10",412,434.785376490419
"256",47.58,-122.32,"Interstate 5, Seattle, WA 98134, USA","Seattle Medic 10",482,501.624587046619
"257",47.58,-122.315,"2530 14th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10",442,463.430752443076
"258",47.58,-122.31,"2606-2608 18th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10",559,575.147718658439
"259",47.58,-122.305,"2106 South Waite Street, Seattle, WA 98144, USA","Seattle Medic 10",568,583.741331444236
"260",47.58,-122.3,"2531 Rainier Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",544,560.825030682111
"261",47.58,-122.295,"2527-2579 29th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",620,633.393316428842
"262",47.58,-122.29,"2527-2535 34th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",673,684.000147278537
"263",47.58,-122.285,"2601-2649 Shoreland Drive South, Seattle, WA 98144, USA","Seattle Medic 28",500,518.811812618213
"264",47.585,-122.4,"2139 Bonair Drive Southwest, Seattle, WA 98116, USA","Seattle Medic 32",627,640.077237484462
"265",47.585,-122.395,"2110 Sunset Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",566,581.831639714059
"266",47.585,-122.39,"2108 46th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",524,541.728113380339
"267",47.585,-122.385,"2101-2115 42nd Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",451,472.024365228873
"268",47.585,-122.38,"2115 Belvidere Avenue Southwest, Seattle, WA 98126, USA","Seattle Medic 32",453,473.93405695905
"269",47.585,-122.375,"2957-2995 Southwest Florida Street, Seattle, WA 98126, USA","Seattle Medic 32",374,398.501233617053
"270",47.585,-122.37,"2801-2823 Southwest Florida Street, Seattle, WA 98126, USA","Seattle Medic 32",446,467.25013590343
"271",47.585,-122.365,"2300-2526 Southwest Florida Street, Seattle, WA 98126, USA","Seattle Medic 32",523,540.77326751525
"272",47.585,-122.36,"1665-2299 Southwest Florida Street, Seattle, WA 98134, USA","Seattle Medic 10",872,874.014474431163
"273",47.585,-122.355,"2025-2339 16th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10",863,865.420861645366
"274",47.585,-122.35,"Southwest Florida Street, Seattle, WA 98134, USA","Seattle Medic 10",906,906.479233844175
"275",47.585,-122.345,"1918-2058 East Marginal Way South, Seattle, WA 98134, USA","Seattle Medic 10",469,489.211590800467
"276",47.585,-122.34,"1918-2058 East Marginal Way South, Seattle, WA 98134, USA","Seattle Medic 10",469,489.211590800467
"277",47.585,-122.335,"1920-2198 Utah Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",391,414.733613323559
"278",47.585,-122.33,"1944-2198 3rd Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",309,336.436252386295
"279",47.585,-122.325,"1954-1988 6th Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",336,362.217090743687
"280",47.585,-122.32,"Interstate 5, Seattle, WA 98134, USA","Seattle Medic 10",300,327.842639600498
"281",47.585,-122.315,"2025-2099 14th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10",452,472.979211093962
"282",47.585,-122.31,"2012-2022 18th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10",506,524.540887808745
"283",47.585,-122.305,"2201 22nd Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",450,471.069519363784
"284",47.585,-122.3,"2003 25th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",498,516.902120888036
"285",47.585,-122.295,"2012 29th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",585,599.973711150742
"286",47.585,-122.29,"3320 South Plum Street, Seattle, WA 98144, USA","Seattle Medic 1",671,682.09045554836
"287",47.585,-122.285,"1999 Lakeside Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",661,672.541996897474
"288",47.59,-122.395,"1550 Alki Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",568,583.741331444236
"289",47.59,-122.39,"1501-1599 46th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",615,628.619087103399
"290",47.59,-122.385,"1508-1514 42nd Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",597,611.431861531805
"291",47.59,-122.38,"1660 Harbor Avenue Southwest, Seattle, WA 98126, USA","Seattle Medic 32",429,451.017756196924
"292",47.59,-122.36,"1801 16th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10",883,884.517778947137
"293",47.59,-122.355,"1711 13th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10",939,937.989147392097
"294",47.59,-122.35,"1102 Southwest Massachusetts Street, Seattle, WA 98134, USA","Seattle Medic 10",937,936.07945566192
"295",47.59,-122.345,"1 South Massachusetts Street, Seattle, WA 98134, USA","Seattle Medic 10",528,545.547496840693
"296",47.59,-122.34,"1-11 South Massachusetts Street, Seattle, WA 98134, USA","Seattle Medic 10",484,503.534278776796
"297",47.59,-122.335,"1531 Utah Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",292,320.20387267979
"298",47.59,-122.33,"1382-1698 3rd Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",247,277.235808750804
"299",47.59,-122.325,"1500-1650 6th Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",275,303.971492973284
"300",47.59,-122.32,"Interstate 5 & Interstate 90, Seattle, WA, USA","Seattle Medic 10",535,552.231417896313
"301",47.59,-122.315,"1300-1398 South Atlantic Street, Seattle, WA 98144, USA","Seattle Medic 10",381,405.185154672673
"302",47.59,-122.31,"Mountains to Sound Greenway Trail, Seattle, WA 98144, USA","Seattle Medic 1",389,412.823921593381
"303",47.59,-122.305,"Interstate 90, Seattle, WA 98144, USA","Seattle Medic 1",663,674.451688627651
"304",47.59,-122.3,"Mountains to Sound Greenway Trail, Seattle, WA 98144, USA","Seattle Medic 1",651,662.993538246588
"305",47.59,-122.295,"Interstate 90, Seattle, WA 98144, USA","Seattle Medic 1",629,641.986929214639
"306",47.59,-122.29,"3303-3399 South Day Street, Seattle, WA 98144, USA","Seattle Medic 1",636,648.670850270259
"307",47.59,-122.285,"Lacey V. Murrow Memorial Bridge, Seattle, WA 98144, USA","Seattle Medic 1",597,611.431861531805
"308",47.595,-122.39,"1101-1585 Alki Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",518,535.999038189808
"309",47.595,-122.385,"1047-1069 Harbor Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32",488,507.35366223715
"310",47.595,-122.345,"Elliott Bay Trail, Seattle, WA 98104, USA","Seattle Medic 10",444,465.340444173253
"311",47.595,-122.34,"137 Alaskan Way Viaduct, Seattle, WA 98134, USA","Seattle Medic 10",350,375.584932854927
"312",47.595,-122.335,"137 Alaskan Way Viaduct, Seattle, WA 98134, USA","Seattle Medic 10",358,383.223699775636
"313",47.595,-122.33,"851-963 4th Avenue South, Seattle, WA 98134, USA","Seattle Medic 10",230,261.003429044298
"314",47.595,-122.325,"651-699 South Charles Street, Seattle, WA 98134, USA","Seattle Medic 10",231,261.958274909387
"315",47.595,-122.32,"South Dearborn Street & Interstate 5 & Interstate 90, Seattle, WA, USA","Seattle Medic 10",238,268.642195965007
"316",47.595,-122.315,"Interstate 90, Seattle, WA 98144, USA","Seattle Medic 1",416,438.604759950773
"317",47.595,-122.31,"828 Hiawatha Place South, Seattle, WA 98144, USA","Seattle Medic 1",320,346.93955690227
"318",47.595,-122.305,"863 20th Place South, Seattle, WA 98144, USA","Seattle Medic 1",371,395.636696021787
"319",47.595,-122.3,"816 25th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",454,474.888902824139
"320",47.595,-122.295,"830 29th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",532,549.366880301048
"321",47.595,-122.29,"824-898 33rd Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",577,592.334944230033
"322",47.595,-122.285,"3598 South Dearborn Street, Seattle, WA 98144, USA","Seattle Medic 1",588,602.838248746008
"323",47.605,-122.34,"1160 Alaskan Way, Seattle, WA 98101, USA","Seattle Medic 10",294,322.113564409967
"324",47.605,-122.335,"915 2nd Avenue, Seattle, WA 98174, USA","Seattle Medic 10",172,205.622368869161
"325",47.605,-122.33,"5th Avenue & Interstate 5 Express, Seattle, WA 98104, USA","Seattle Medic 10",143,177.931838781592
"326",47.605,-122.325,"801-899 James Street, Seattle, WA 98104, USA","Seattle Medic 1",114,150.241308694023
"327",47.605,-122.32,"East James Street, Seattle, WA 98122, USA","Seattle Medic 1",124,159.789767344909
"328",47.605,-122.315,"1301-1399 East Remington Court, Seattle, WA 98122, USA","Seattle Medic 1",243,273.41642529045
"329",47.605,-122.31,"321-325 17th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",321,347.894402767358
"330",47.605,-122.305,"319-399 21st Avenue, Seattle, WA 98122, USA","Seattle Medic 1",373,397.546387751964
"331",47.605,-122.3,"318 25th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",425,447.19837273657
"332",47.605,-122.295,"325-327 29th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",467,487.30189907029
"333",47.605,-122.29,"3306 East Terrace Street, Seattle, WA 98122, USA","Seattle Medic 1",565,580.87679384897
"334",47.605,-122.285,"3716 East Terrace Street, Seattle, WA 98122, USA","Seattle Medic 1",597,611.431861531805
"335",47.61,-122.35,"2201 Alaskan Way, Seattle, WA 98121, USA","Seattle Medic 10",511,529.315117134188
"336",47.61,-122.345,"Washington 99, Seattle, WA 98101, USA","Seattle Medic 10",470,490.166436665556
"337",47.61,-122.34,"155-199 Pine Street, Seattle, WA 98101, USA","Seattle Medic 10",407,430.011147164976
"338",47.61,-122.335,"1408 5th Avenue, Seattle, WA 98101, USA","Seattle Medic 10",262,291.558496727132
"339",47.61,-122.33,"1252-1298 8th Avenue, Seattle, WA 98101, USA","Seattle Medic 1",334,360.30739901351
"340",47.61,-122.325,"1017 Minor Avenue, Seattle, WA 98104, USA","Seattle Medic 1",236,266.732504234829
"341",47.61,-122.32,"850-898 Broadway, Seattle, WA 98122, USA","Seattle Medic 1",213,244.771049337792
"342",47.61,-122.315,"829 13th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",280,308.745722298727
"343",47.61,-122.31,"827-831 17th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",340,366.036474204041
"344",47.61,-122.305,"828-898 21st Avenue, Seattle, WA 98122, USA","Seattle Medic 1",356,381.314008045458
"345",47.61,-122.3,"2501-2519 East Marion Street, Seattle, WA 98122, USA","Seattle Medic 1",432,453.88229379219
"346",47.61,-122.295,"2817-2899 East Marion Street, Seattle, WA 98122, USA","Seattle Medic 1",494,513.082737427682
"347",47.61,-122.29,"822 33rd Avenue, Seattle, WA 98122, USA","Seattle Medic 1",545,561.779876547199
"348",47.61,-122.285,"800-890 38th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",596,610.477015666716
"349",47.61,-122.28,"840-1074 Lake Washington Boulevard, Seattle, WA 98122, USA","Seattle Medic 1",634,646.761158540082
"350",47.615,-122.355,"Broad Street, Seattle, WA 98121, USA","Seattle Medic 10",524,541.728113380339
"351",47.615,-122.35,"86-98 Vine Street, Seattle, WA 98121, USA","Seattle Medic 10",537,554.141109626491
"352",47.615,-122.345,"2303 3rd Avenue, Seattle, WA 98121, USA","Seattle Medic 10",488,507.35366223715
"353",47.615,-122.34,"548-598 Lenora Street, Seattle, WA 98121, USA","Seattle Medic 10",419,441.469297546039
"354",47.615,-122.335,"801-827 Stewart Street, Seattle, WA 98101, USA","Seattle Medic 1",448,469.159827633607
"355",47.615,-122.33,"1624 Boren Avenue, Seattle, WA 98101, USA","Seattle Medic 1",356,381.314008045458
"356",47.615,-122.325,"501 East Pine Street, Seattle, WA 98122, USA","Seattle Medic 1",393,416.643305053736
"357",47.615,-122.32,"913 East Pine Street, Seattle, WA 98122, USA","Seattle Medic 1",402,425.236917839533
"358",47.615,-122.315,"1532 13th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",401,424.282071974444
"359",47.615,-122.31,"1557-1571 17th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",439,460.56621484781
"360",47.615,-122.305,"1468-1474 21st Avenue, Seattle, WA 98122, USA","Seattle Medic 1",454,474.888902824139
"361",47.615,-122.3,"1525-1531 25th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",513,531.224808864365
"362",47.615,-122.295,"1528 29th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",546,562.734722412288
"363",47.615,-122.29,"1529-1533 33rd Avenue, Seattle, WA 98122, USA","Seattle Medic 1",609,622.890011912868
"364",47.615,-122.285,"1537 38th Avenue, Seattle, WA 98122, USA","Seattle Medic 1",666,677.316226222917
"365",47.615,-122.28,"1563-1725 Lake Washington Boulevard, Seattle, WA 98122, USA","Seattle Medic 1",701,710.735831501017
"366",47.62,-122.36,"174-248 Elliott Avenue West, Seattle, WA 98119, USA","Seattle Medic 10",668,679.225917953094
"367",47.62,-122.355,"100-122 John Street, Seattle, WA 98109, USA","Seattle Medic 10",620,633.393316428842
"368",47.62,-122.35,"Space Needle Loop, Seattle, WA 98109, USA","Seattle Medic 10",624,637.212699889196
"369",47.62,-122.345,"200-254 6th Avenue North, Seattle, WA 98109, USA","Seattle Medic 10",607,620.980320182691
"370",47.62,-122.34,"201-215 9th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",533,550.321726166136
"371",47.62,-122.335,"1122-1148 John Street, Seattle, WA 98109, USA","Seattle Medic 1",464,484.437361475025
"372",47.62,-122.33,"200-222 Yale Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",352,377.494624585104
"373",47.62,-122.325,"205-211 Summit Avenue East, Seattle, WA 98102, USA","Seattle Medic 1",484,503.534278776796
"374",47.62,-122.32,"916-918 East John Street, Seattle, WA 98102, USA","Seattle Medic 1",494,513.082737427682
"375",47.62,-122.315,"1304 East John Street, Seattle, WA 98102, USA","Seattle Medic 1",496,514.992429157859
"376",47.62,-122.31,"201-215 17th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",563,578.967102118793
"377",47.62,-122.305,"152 21st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",540,557.005647221756
"378",47.62,-122.3,"133-137 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",578,593.289790095122
"379",47.62,-122.295,"2852-2898 East John Street, Seattle, WA 98112, USA","Seattle Medic 1",584,599.018865285654
"380",47.62,-122.29,"3305 East John Street, Seattle, WA 98112, USA","Seattle Medic 1",704,713.600369096282
"381",47.62,-122.285,"3722 East John Street, Seattle, WA 98112, USA","Seattle Medic 1",711,720.284290151902
"382",47.62,-122.28,"4001 East Denny Blaine Place, Seattle, WA 98112, USA","Seattle Medic 1",805,810.039801470228
"383",47.625,-122.385,"1226 16th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",475,494.940665990999
"384",47.625,-122.38,"1226 16th Avenue West, Seattle, WA 98119, USA","Seattle Medic 10",913,913.163154899795
"385",47.625,-122.375,"Elliott Bay Trail (Terminal 91 Bike Path), Seattle, WA 98119, USA","Seattle Medic 10",949,947.537606042983
"386",47.625,-122.37,"West Roy Street, Seattle, WA 98119, USA","Seattle Medic 10",739,747.019974374383
"387",47.625,-122.365,"600-608 West Mercer Place, Seattle, WA 98119, USA","Seattle Medic 10",754,761.342662350711
"388",47.625,-122.36,"249 West Mercer Street, Seattle, WA 98119, USA","Seattle Medic 10",667,678.271072088005
"389",47.625,-122.355,"604 1st Avenue North, Seattle, WA 98109, USA","Seattle Medic 10",670,681.135609683271
"390",47.625,-122.35,"318-328 Mercer Street, Seattle, WA 98109, USA","Seattle Medic 10",518,535.999038189808
"391",47.625,-122.345,"601-699 6th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",574,589.470406634768
"392",47.625,-122.34,"601-641 9th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",422,444.333835141304
"393",47.625,-122.335,"1104 Mercer Street, Seattle, WA 98109, USA","Seattle Medic 1",418,440.51445168095
"394",47.625,-122.33,"1300-1398 Roy Street, Seattle, WA 98109, USA","Seattle Medic 1",433,454.837139657279
"395",47.625,-122.325,"500 East Roy Street, Seattle, WA 98102, USA","Seattle Medic 1",490,509.263353967327
"396",47.625,-122.32,"617 10th Avenue East, Seattle, WA 98102, USA","Seattle Medic 1",598,612.386707396894
"397",47.625,-122.315,"624 14th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",587,601.883402880919
"398",47.625,-122.31,"614-620 17th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",647,659.174154786234
"399",47.625,-122.305,"2023 East Roy Street, Seattle, WA 98112, USA","Seattle Medic 1",644,656.309617190968
"400",47.625,-122.3,"621 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",627,640.077237484462
"401",47.625,-122.295,"707 29th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",651,662.993538246588
"402",47.625,-122.29,"3255-3339 East Mercer Street, Seattle, WA 98112, USA","Seattle Medic 1",789,794.762267628811
"403",47.625,-122.285,"540-600 Hillside Drive East, Seattle, WA 98112, USA","Seattle Medic 1",809,813.859184930583
"404",47.625,-122.28,"799 East Mercer Street, Seattle, WA 98112, USA","Seattle Medic 1",915,915.072846629972
"405",47.63,-122.4,"32nd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",640,652.490233730614
"406",47.63,-122.395,"2601 West Marina Place, Seattle, WA 98199, USA","Seattle Medic 18",556,572.283181063173
"407",47.63,-122.39,"2601 West Marina Place, Seattle, WA 98199, USA","Seattle Medic 18",504,522.631196078567
"408",47.63,-122.385,"50 Elliott Bay Trail (Terminal 91 Bike Path), Seattle, WA 98119, USA","Seattle Medic 18",447,468.204981768519
"409",47.63,-122.38,"1226 16th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",458,478.708286284493
"410",47.63,-122.375,"1400-1498 Alaskan Way West, Seattle, WA 98119, USA","Seattle Medic 18",452,472.979211093962
"411",47.63,-122.37,"1205 10th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",466,486.347053205202
"412",47.63,-122.365,"610 West Highland Drive, Seattle, WA 98119, USA","Seattle Medic 10",845,848.233636073772
"413",47.63,-122.36,"1217 3rd Avenue West, Seattle, WA 98119, USA","Seattle Medic 10",810,814.814030795671
"414",47.63,-122.355,"114 Highland Drive, Seattle, WA 98109, USA","Seattle Medic 10",732,740.336053318763
"415",47.63,-122.35,"1199 Nob Hill Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",665,676.361380357828
"416",47.63,-122.345,"1201-1207 6th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",638,650.580542000436
"417",47.63,-122.34,"1200 Westlake Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",556,572.283181063173
"418",47.63,-122.335,"Yale Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",605,619.070628452514
"419",47.63,-122.33,"1141 Fairview Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",509,527.40542540401
"420",47.63,-122.325,"1158-1202 Lakeview Boulevard East, Seattle, WA 98102, USA","Seattle Medic 1",511,529.315117134188
"421",47.63,-122.32,"1144-1146 10th Avenue East, Seattle, WA 98102, USA","Seattle Medic 1",632,644.851466809905
"422",47.63,-122.315,"Volunteer Park Road, Seattle, WA 98112, USA","Seattle Medic 1",688,698.322835254865
"423",47.63,-122.31,"1142-1146 17th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",698,707.871293905751
"424",47.63,-122.305,"1144 21st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",719,727.923057072611
"425",47.63,-122.3,"1123-1199 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",704,713.600369096282
"426",47.63,-122.295,"1149-1199 Lake Washington Boulevard East, Seattle, WA 98112, USA","Seattle Medic 1",746,753.703895430003
"427",47.63,-122.29,"3212-3216 East Morley Way, Seattle, WA 98112, USA","Seattle Medic 1",822,826.272181176734
"428",47.63,-122.285,"3708 East Highland Drive, Seattle, WA 98112, USA","Seattle Medic 1",775,781.394425517571
"429",47.63,-122.28,"1203-1207 41st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",860,862.5563240501
"430",47.63,-122.275,"1230 Knox Place East, Seattle, WA 98112, USA","Seattle Medic 1",884,885.472624812226
"431",47.635,-122.41,"2598 Perkins Lane West, Seattle, WA 98199, USA","Seattle Medic 18",891,892.156545867846
"432",47.635,-122.405,"1714 Magnolia Boulevard West, Seattle, WA 98199, USA","Seattle Medic 18",585,599.973711150742
"433",47.635,-122.4,"1500 Magnolia Boulevard West, Seattle, WA 98199, USA","Seattle Medic 18",534,551.276572031225
"434",47.635,-122.395,"2918 West Blaine Street, Seattle, WA 98199, USA","Seattle Medic 18",541,557.960493086845
"435",47.635,-122.39,"1533-1537 Magnolia Way West, Seattle, WA 98199, USA","Seattle Medic 18",561,577.057410388616
"436",47.635,-122.385,"2300-2354 West Garfield Street, Seattle, WA 98119, USA","Seattle Medic 18",448,469.159827633607
"437",47.635,-122.38,"78 Elliott Bay Trail (Terminal 91 Bike Path), Seattle, WA 98119, USA","Seattle Medic 18",483,502.579432911707
"438",47.635,-122.375,"1401 West Blaine Street, Seattle, WA 98119, USA","Seattle Medic 18",327,353.62347795789
"439",47.635,-122.37,"914 West Blaine Street, Seattle, WA 98119, USA","Seattle Medic 18",396,419.507842649001
"440",47.635,-122.365,"1804 6th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",489,508.308508102239
"441",47.635,-122.36,"238 West Blaine Street, Seattle, WA 98119, USA","Seattle Medic 18",537,554.141109626491
"442",47.635,-122.355,"110-112 Blaine Street, Seattle, WA 98109, USA","Seattle Medic 18",615,628.619087103399
"443",47.635,-122.35,"361 Blaine Street, Seattle, WA 98109, USA","Seattle Medic 1",753,760.387816485623
"444",47.635,-122.345,"1800 Taylor Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",743,750.839357834737
"445",47.635,-122.34,"1800 Westlake Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",700,709.780985635928
"446",47.635,-122.335,"1700 Westlake Avenue North, Seattle, WA 98109, USA","Seattle Medic 1",638,650.580542000436
"447",47.635,-122.33,"1903-2099 Fairview Avenue East, Seattle, WA 98102, USA","Seattle Medic 1",516,534.08934645963
"448",47.635,-122.325,"200-210 East Blaine Street, Seattle, WA 98102, USA","Seattle Medic 1",475,494.940665990999
"449",47.635,-122.32,"901-999 East Blaine Street, Seattle, WA 98102, USA","Seattle Medic 1",602,616.206090857248
"450",47.635,-122.315,"1351 East Howe Street, Seattle, WA 98102, USA","Seattle Medic 1",777,783.304117247748
"451",47.635,-122.31,"1722-1998 Interlaken Drive East, Seattle, WA 98112, USA","Seattle Medic 1",703,712.645523231194
"452",47.635,-122.305,"2053 Interlaken Place East, Seattle, WA 98112, USA","Seattle Medic 1",758,765.162045811065
"453",47.635,-122.3,"1695-1735 Boyer Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",743,750.839357834737
"454",47.635,-122.295,"Arboretum Drive East, Seattle, WA 98112, USA","Seattle Medic 1",949,947.537606042983
"455",47.635,-122.29,"1651 Windermere Drive East, Seattle, WA 98112, USA","Seattle Medic 1",864,866.375707510454
"456",47.635,-122.285,"1810-1828 37th Place East, Seattle, WA 98112, USA","Seattle Medic 1",838,841.549715018151
"457",47.635,-122.28,"1809 41st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",846,849.18848193886
"458",47.635,-122.275,"1800-1802 43rd Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",885,886.427470677314
"459",47.64,-122.415,"2457 Perkins Lane West, Seattle, WA 98199, USA","Seattle Medic 18",836,839.640023287974
"460",47.64,-122.41,"4111 West Parkmont Place, Seattle, WA 98199, USA","Seattle Medic 18",696,705.961602175574
"461",47.64,-122.405,"2420-2426 Montavista Place West, Seattle, WA 98199, USA","Seattle Medic 18",651,662.993538246588
"462",47.64,-122.4,"3216 West Wheeler Street, Seattle, WA 98199, USA","Seattle Medic 18",638,650.580542000436
"463",47.64,-122.395,"2414 30th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",556,572.283181063173
"464",47.64,-122.39,"2515-2599 West McGraw Street, Seattle, WA 98199, USA","Seattle Medic 18",494,513.082737427682
"465",47.64,-122.385,"2321 23rd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",401,424.282071974444
"466",47.64,-122.38,"West Wheeler Street, Seattle, WA 98119, USA","Seattle Medic 18",359,384.178545640724
"467",47.64,-122.375,"2247 14th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",324,350.758940362624
"468",47.64,-122.37,"2408-2414 10th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",414,436.695068220596
"469",47.64,-122.365,"2401-2499 6th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",489,508.308508102239
"470",47.64,-122.36,"2410 3rd Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",476,495.895511856087
