"lat","lng","address","dispatch","response_time"
"47.58000000000002","-122.39500000000004","2639-2645 50th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","497"
"47.58000000000002","-122.39000000000004","2638 46th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","477"
"47.58000000000002","-122.38500000000005","2649-2699 42nd Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","406"
"47.58000000000002","-122.38000000000005","2656-2664 38th Avenue Southwest, Seattle, WA 98126, USA","Seattle Medic 32","366"
"47.58000000000002","-122.37500000000006","2300-2998 Fauntleroy Way Southwest, Seattle, WA 98126, USA","Seattle Medic 32","395"
"47.58000000000002","-122.37000000000006","2565-3233 West Marginal Way Southwest, Seattle, WA 98126, USA","Seattle Medic 32","548"
"47.58000000000002","-122.36500000000007","2500-2862 26th Avenue Southwest, Seattle, WA 98106, USA","Seattle Medic 32","485"
"47.58000000000002","-122.36000000000007","1798 Southwest Lander Street, Seattle, WA 98134, USA","Seattle Medic 32","726"
"47.58000000000002","-122.35500000000008","1507-1599 Southwest Florida Street, Seattle, WA 98134, USA","Seattle Medic 32","707"
"47.58000000000002","-122.35000000000008","3099 11th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10","949"
"47.58000000000002","-122.34500000000008","1 South Lander Street, Seattle, WA 98134, USA","Seattle Medic 10","556"
"47.58000000000002","-122.34000000000009","2500-2698 East Marginal Way South, Seattle, WA 98134, USA","Seattle Medic 10","509"
"47.58000000000002","-122.3350000000001","2558-2698 Utah Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","450"
"47.58000000000002","-122.3300000000001","2649-2699 3rd Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","382"
"47.58000000000002","-122.3250000000001","700-724 South Lander Street, Seattle, WA 98134, USA","Seattle Medic 10","412"
"47.58000000000002","-122.3200000000001","Interstate 5, Seattle, WA 98134, USA","Seattle Medic 10","482"
"47.58000000000002","-122.31500000000011","2530 14th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10","442"
"47.58000000000002","-122.31000000000012","2606-2608 18th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10","559"
"47.58000000000002","-122.30500000000012","2106 South Waite Street, Seattle, WA 98144, USA","Seattle Medic 10","568"
"47.58000000000002","-122.30000000000013","2531 Rainier Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","544"
"47.58000000000002","-122.29500000000013","2527-2579 29th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","620"
"47.58000000000002","-122.29000000000013","2527-2535 34th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","673"
"47.58000000000002","-122.28500000000014","2601-2649 Shoreland Drive South, Seattle, WA 98144, USA","Seattle Medic 28","500"
"47.58500000000002","-122.40000000000003","2139 Bonair Drive Southwest, Seattle, WA 98116, USA","Seattle Medic 32","627"
"47.58500000000002","-122.39500000000004","2110 Sunset Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","566"
"47.58500000000002","-122.39000000000004","2108 46th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","524"
"47.58500000000002","-122.38500000000005","2101-2115 42nd Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","451"
"47.58500000000002","-122.38000000000005","2115 Belvidere Avenue Southwest, Seattle, WA 98126, USA","Seattle Medic 32","453"
"47.58500000000002","-122.37500000000006","2957-2995 Southwest Florida Street, Seattle, WA 98126, USA","Seattle Medic 32","374"
"47.58500000000002","-122.37000000000006","2801-2823 Southwest Florida Street, Seattle, WA 98126, USA","Seattle Medic 32","446"
"47.58500000000002","-122.36500000000007","2300-2526 Southwest Florida Street, Seattle, WA 98126, USA","Seattle Medic 32","523"
"47.58500000000002","-122.36000000000007","1665-2299 Southwest Florida Street, Seattle, WA 98134, USA","Seattle Medic 10","872"
"47.58500000000002","-122.35500000000008","2025-2339 16th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10","863"
"47.58500000000002","-122.35000000000008","Southwest Florida Street, Seattle, WA 98134, USA","Seattle Medic 10","906"
"47.58500000000002","-122.34500000000008","1918-2058 East Marginal Way South, Seattle, WA 98134, USA","Seattle Medic 10","469"
"47.58500000000002","-122.34000000000009","1918-2058 East Marginal Way South, Seattle, WA 98134, USA","Seattle Medic 10","469"
"47.58500000000002","-122.3350000000001","1920-2198 Utah Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","391"
"47.58500000000002","-122.3300000000001","1944-2198 3rd Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","309"
"47.58500000000002","-122.3250000000001","1954-1988 6th Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","336"
"47.58500000000002","-122.3200000000001","Interstate 5, Seattle, WA 98134, USA","Seattle Medic 10","300"
"47.58500000000002","-122.31500000000011","2025-2099 14th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10","452"
"47.58500000000002","-122.31000000000012","2012-2022 18th Avenue South, Seattle, WA 98144, USA","Seattle Medic 10","506"
"47.58500000000002","-122.30500000000012","2201 22nd Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","450"
"47.58500000000002","-122.30000000000013","2003 25th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","498"
"47.58500000000002","-122.29500000000013","2012 29th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","585"
"47.58500000000002","-122.29000000000013","3320 South Plum Street, Seattle, WA 98144, USA","Seattle Medic 1","671"
"47.58500000000002","-122.28500000000014","1999 Lakeside Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","661"
"47.590000000000025","-122.39500000000004","1550 Alki Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","568"
"47.590000000000025","-122.39000000000004","1501-1599 46th Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","615"
"47.590000000000025","-122.38500000000005","1508-1514 42nd Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","597"
"47.590000000000025","-122.38000000000005","1660 Harbor Avenue Southwest, Seattle, WA 98126, USA","Seattle Medic 32","429"
"47.590000000000025","-122.36000000000007","1801 16th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10","883"
"47.590000000000025","-122.35500000000008","1711 13th Avenue Southwest, Seattle, WA 98134, USA","Seattle Medic 10","939"
"47.590000000000025","-122.35000000000008","1102 Southwest Massachusetts Street, Seattle, WA 98134, USA","Seattle Medic 10","937"
"47.590000000000025","-122.34500000000008","1 South Massachusetts Street, Seattle, WA 98134, USA","Seattle Medic 10","528"
"47.590000000000025","-122.34000000000009","1-11 South Massachusetts Street, Seattle, WA 98134, USA","Seattle Medic 10","484"
"47.590000000000025","-122.3350000000001","1531 Utah Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","292"
"47.590000000000025","-122.3300000000001","1382-1698 3rd Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","247"
"47.590000000000025","-122.3250000000001","1500-1650 6th Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","275"
"47.590000000000025","-122.3200000000001","Interstate 5 & Interstate 90, Seattle, WA, USA","Seattle Medic 10","535"
"47.590000000000025","-122.31500000000011","1300-1398 South Atlantic Street, Seattle, WA 98144, USA","Seattle Medic 10","381"
"47.590000000000025","-122.31000000000012","Mountains to Sound Greenway Trail, Seattle, WA 98144, USA","Seattle Medic 1","389"
"47.590000000000025","-122.30500000000012","Interstate 90, Seattle, WA 98144, USA","Seattle Medic 1","663"
"47.590000000000025","-122.30000000000013","Mountains to Sound Greenway Trail, Seattle, WA 98144, USA","Seattle Medic 1","651"
"47.590000000000025","-122.29500000000013","Interstate 90, Seattle, WA 98144, USA","Seattle Medic 1","629"
"47.590000000000025","-122.29000000000013","3303-3399 South Day Street, Seattle, WA 98144, USA","Seattle Medic 1","636"
"47.590000000000025","-122.28500000000014","Lacey V. Murrow Memorial Bridge, Seattle, WA 98144, USA","Seattle Medic 1","597"
"47.59500000000003","-122.39000000000004","1101-1585 Alki Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","518"
"47.59500000000003","-122.38500000000005","1047-1069 Harbor Avenue Southwest, Seattle, WA 98116, USA","Seattle Medic 32","488"
"47.59500000000003","-122.34500000000008","Elliott Bay Trail, Seattle, WA 98104, USA","Seattle Medic 10","444"
"47.59500000000003","-122.34000000000009","137 Alaskan Way Viaduct, Seattle, WA 98134, USA","Seattle Medic 10","350"
"47.59500000000003","-122.3350000000001","137 Alaskan Way Viaduct, Seattle, WA 98134, USA","Seattle Medic 10","358"
"47.59500000000003","-122.3300000000001","851-963 4th Avenue South, Seattle, WA 98134, USA","Seattle Medic 10","230"
"47.59500000000003","-122.3250000000001","651-699 South Charles Street, Seattle, WA 98134, USA","Seattle Medic 10","231"
"47.59500000000003","-122.3200000000001","South Dearborn Street & Interstate 5 & Interstate 90, Seattle, WA, USA","Seattle Medic 10","238"
"47.59500000000003","-122.31500000000011","Interstate 90, Seattle, WA 98144, USA","Seattle Medic 1","416"
"47.59500000000003","-122.31000000000012","828 Hiawatha Place South, Seattle, WA 98144, USA","Seattle Medic 1","320"
"47.59500000000003","-122.30500000000012","863 20th Place South, Seattle, WA 98144, USA","Seattle Medic 1","371"
"47.59500000000003","-122.30000000000013","816 25th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","454"
"47.59500000000003","-122.29500000000013","830 29th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","532"
"47.59500000000003","-122.29000000000013","824-898 33rd Avenue South, Seattle, WA 98144, USA","Seattle Medic 1","577"
"47.59500000000003","-122.28500000000014","3598 South Dearborn Street, Seattle, WA 98144, USA","Seattle Medic 1","588"
"47.605","-122.34000000000009","1160 Alaskan Way, Seattle, WA 98101, USA","Seattle Medic 10","294"
"47.605","-122.3350000000001","915 2nd Avenue, Seattle, WA 98174, USA","Seattle Medic 10","172"
"47.605","-122.3300000000001","5th Avenue & Interstate 5 Express, Seattle, WA 98104, USA","Seattle Medic 10","143"
"47.605","-122.3250000000001","801-899 James Street, Seattle, WA 98104, USA","Seattle Medic 1","114"
"47.605","-122.3200000000001","East James Street, Seattle, WA 98122, USA","Seattle Medic 1","124"
"47.605","-122.31500000000011","1301-1399 East Remington Court, Seattle, WA 98122, USA","Seattle Medic 1","243"
"47.605","-122.31000000000012","321-325 17th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","321"
"47.605","-122.30500000000012","319-399 21st Avenue, Seattle, WA 98122, USA","Seattle Medic 1","373"
"47.605","-122.30000000000013","318 25th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","425"
"47.605","-122.29500000000013","325-327 29th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","467"
"47.605","-122.29000000000013","3306 East Terrace Street, Seattle, WA 98122, USA","Seattle Medic 1","565"
"47.605","-122.28500000000014","3716 East Terrace Street, Seattle, WA 98122, USA","Seattle Medic 1","597"
"47.61","-122.35000000000008","2201 Alaskan Way, Seattle, WA 98121, USA","Seattle Medic 10","511"
"47.61","-122.34500000000008","Washington 99, Seattle, WA 98101, USA","Seattle Medic 10","470"
"47.61","-122.34000000000009","155-199 Pine Street, Seattle, WA 98101, USA","Seattle Medic 10","407"
"47.61","-122.3350000000001","1408 5th Avenue, Seattle, WA 98101, USA","Seattle Medic 10","262"
"47.61","-122.3300000000001","1252-1298 8th Avenue, Seattle, WA 98101, USA","Seattle Medic 1","334"
"47.61","-122.3250000000001","1017 Minor Avenue, Seattle, WA 98104, USA","Seattle Medic 1","236"
"47.61","-122.3200000000001","850-898 Broadway, Seattle, WA 98122, USA","Seattle Medic 1","213"
"47.61","-122.31500000000011","829 13th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","280"
"47.61","-122.31000000000012","827-831 17th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","340"
"47.61","-122.30500000000012","828-898 21st Avenue, Seattle, WA 98122, USA","Seattle Medic 1","356"
"47.61","-122.30000000000013","2501-2519 East Marion Street, Seattle, WA 98122, USA","Seattle Medic 1","432"
"47.61","-122.29500000000013","2817-2899 East Marion Street, Seattle, WA 98122, USA","Seattle Medic 1","494"
"47.61","-122.29000000000013","822 33rd Avenue, Seattle, WA 98122, USA","Seattle Medic 1","545"
"47.61","-122.28500000000014","800-890 38th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","596"
"47.61","-122.28000000000014","840-1074 Lake Washington Boulevard, Seattle, WA 98122, USA","Seattle Medic 1","634"
"47.615","-122.35500000000008","Broad Street, Seattle, WA 98121, USA","Seattle Medic 10","524"
"47.615","-122.35000000000008","86-98 Vine Street, Seattle, WA 98121, USA","Seattle Medic 10","537"
"47.615","-122.34500000000008","2303 3rd Avenue, Seattle, WA 98121, USA","Seattle Medic 10","488"
"47.615","-122.34000000000009","548-598 Lenora Street, Seattle, WA 98121, USA","Seattle Medic 10","419"
"47.615","-122.3350000000001","801-827 Stewart Street, Seattle, WA 98101, USA","Seattle Medic 1","448"
"47.615","-122.3300000000001","1624 Boren Avenue, Seattle, WA 98101, USA","Seattle Medic 1","356"
"47.615","-122.3250000000001","501 East Pine Street, Seattle, WA 98122, USA","Seattle Medic 1","393"
"47.615","-122.3200000000001","913 East Pine Street, Seattle, WA 98122, USA","Seattle Medic 1","402"
"47.615","-122.31500000000011","1532 13th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","401"
"47.615","-122.31000000000012","1557-1571 17th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","439"
"47.615","-122.30500000000012","1468-1474 21st Avenue, Seattle, WA 98122, USA","Seattle Medic 1","454"
"47.615","-122.30000000000013","1525-1531 25th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","513"
"47.615","-122.29500000000013","1528 29th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","546"
"47.615","-122.29000000000013","1529-1533 33rd Avenue, Seattle, WA 98122, USA","Seattle Medic 1","609"
"47.615","-122.28500000000014","1537 38th Avenue, Seattle, WA 98122, USA","Seattle Medic 1","666"
"47.615","-122.28000000000014","1563-1725 Lake Washington Boulevard, Seattle, WA 98122, USA","Seattle Medic 1","701"
"47.620000000000005","-122.36000000000007","174-248 Elliott Avenue West, Seattle, WA 98119, USA","Seattle Medic 10","668"
"47.620000000000005","-122.35500000000008","100-122 John Street, Seattle, WA 98109, USA","Seattle Medic 10","620"
"47.620000000000005","-122.35000000000008","Space Needle Loop, Seattle, WA 98109, USA","Seattle Medic 10","624"
"47.620000000000005","-122.34500000000008","200-254 6th Avenue North, Seattle, WA 98109, USA","Seattle Medic 10","607"
"47.620000000000005","-122.34000000000009","201-215 9th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","533"
"47.620000000000005","-122.3350000000001","1122-1148 John Street, Seattle, WA 98109, USA","Seattle Medic 1","464"
"47.620000000000005","-122.3300000000001","200-222 Yale Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","352"
"47.620000000000005","-122.3250000000001","205-211 Summit Avenue East, Seattle, WA 98102, USA","Seattle Medic 1","484"
"47.620000000000005","-122.3200000000001","916-918 East John Street, Seattle, WA 98102, USA","Seattle Medic 1","494"
"47.620000000000005","-122.31500000000011","1304 East John Street, Seattle, WA 98102, USA","Seattle Medic 1","496"
"47.620000000000005","-122.31000000000012","201-215 17th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","563"
"47.620000000000005","-122.30500000000012","152 21st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","540"
"47.620000000000005","-122.30000000000013","133-137 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","578"
"47.620000000000005","-122.29500000000013","2852-2898 East John Street, Seattle, WA 98112, USA","Seattle Medic 1","584"
"47.620000000000005","-122.29000000000013","3305 East John Street, Seattle, WA 98112, USA","Seattle Medic 1","704"
"47.620000000000005","-122.28500000000014","3722 East John Street, Seattle, WA 98112, USA","Seattle Medic 1","711"
"47.620000000000005","-122.28000000000014","4001 East Denny Blaine Place, Seattle, WA 98112, USA","Seattle Medic 1","805"
"47.62500000000001","-122.38500000000005","1226 16th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","475"
"47.62500000000001","-122.38000000000005","1226 16th Avenue West, Seattle, WA 98119, USA","Seattle Medic 10","913"
"47.62500000000001","-122.37500000000006","Elliott Bay Trail (Terminal 91 Bike Path), Seattle, WA 98119, USA","Seattle Medic 10","949"
"47.62500000000001","-122.37000000000006","West Roy Street, Seattle, WA 98119, USA","Seattle Medic 10","739"
"47.62500000000001","-122.36500000000007","600-608 West Mercer Place, Seattle, WA 98119, USA","Seattle Medic 10","754"
"47.62500000000001","-122.36000000000007","249 West Mercer Street, Seattle, WA 98119, USA","Seattle Medic 10","667"
"47.62500000000001","-122.35500000000008","604 1st Avenue North, Seattle, WA 98109, USA","Seattle Medic 10","670"
"47.62500000000001","-122.35000000000008","318-328 Mercer Street, Seattle, WA 98109, USA","Seattle Medic 10","518"
"47.62500000000001","-122.34500000000008","601-699 6th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","574"
"47.62500000000001","-122.34000000000009","601-641 9th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","422"
"47.62500000000001","-122.3350000000001","1104 Mercer Street, Seattle, WA 98109, USA","Seattle Medic 1","418"
"47.62500000000001","-122.3300000000001","1300-1398 Roy Street, Seattle, WA 98109, USA","Seattle Medic 1","433"
"47.62500000000001","-122.3250000000001","500 East Roy Street, Seattle, WA 98102, USA","Seattle Medic 1","490"
"47.62500000000001","-122.3200000000001","617 10th Avenue East, Seattle, WA 98102, USA","Seattle Medic 1","598"
"47.62500000000001","-122.31500000000011","624 14th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","587"
"47.62500000000001","-122.31000000000012","614-620 17th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","647"
"47.62500000000001","-122.30500000000012","2023 East Roy Street, Seattle, WA 98112, USA","Seattle Medic 1","644"
"47.62500000000001","-122.30000000000013","621 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","627"
"47.62500000000001","-122.29500000000013","707 29th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","651"
"47.62500000000001","-122.29000000000013","3255-3339 East Mercer Street, Seattle, WA 98112, USA","Seattle Medic 1","789"
"47.62500000000001","-122.28500000000014","540-600 Hillside Drive East, Seattle, WA 98112, USA","Seattle Medic 1","809"
"47.62500000000001","-122.28000000000014","799 East Mercer Street, Seattle, WA 98112, USA","Seattle Medic 1","915"
"47.63000000000001","-122.40000000000003","32nd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18","640"
"47.63000000000001","-122.39500000000004","2601 West Marina Place, Seattle, WA 98199, USA","Seattle Medic 18","556"
"47.63000000000001","-122.39000000000004","2601 West Marina Place, Seattle, WA 98199, USA","Seattle Medic 18","504"
"47.63000000000001","-122.38500000000005","50 Elliott Bay Trail (Terminal 91 Bike Path), Seattle, WA 98119, USA","Seattle Medic 18","447"
"47.63000000000001","-122.38000000000005","1226 16th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","458"
"47.63000000000001","-122.37500000000006","1400-1498 Alaskan Way West, Seattle, WA 98119, USA","Seattle Medic 18","452"
"47.63000000000001","-122.37000000000006","1205 10th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","466"
"47.63000000000001","-122.36500000000007","610 West Highland Drive, Seattle, WA 98119, USA","Seattle Medic 10","845"
"47.63000000000001","-122.36000000000007","1217 3rd Avenue West, Seattle, WA 98119, USA","Seattle Medic 10","810"
"47.63000000000001","-122.35500000000008","114 Highland Drive, Seattle, WA 98109, USA","Seattle Medic 10","732"
"47.63000000000001","-122.35000000000008","1199 Nob Hill Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","665"
"47.63000000000001","-122.34500000000008","1201-1207 6th Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","638"
"47.63000000000001","-122.34000000000009","1200 Westlake Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","556"
"47.63000000000001","-122.3350000000001","Yale Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","605"
"47.63000000000001","-122.3300000000001","1141 Fairview Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","509"
"47.63000000000001","-122.3250000000001","1158-1202 Lakeview Boulevard East, Seattle, WA 98102, USA","Seattle Medic 1","511"
"47.63000000000001","-122.3200000000001","1144-1146 10th Avenue East, Seattle, WA 98102, USA","Seattle Medic 1","632"
"47.63000000000001","-122.31500000000011","Volunteer Park Road, Seattle, WA 98112, USA","Seattle Medic 1","688"
"47.63000000000001","-122.31000000000012","1142-1146 17th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","698"
"47.63000000000001","-122.30500000000012","1144 21st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","719"
"47.63000000000001","-122.30000000000013","1123-1199 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","704"
"47.63000000000001","-122.29500000000013","1149-1199 Lake Washington Boulevard East, Seattle, WA 98112, USA","Seattle Medic 1","746"
"47.63000000000001","-122.29000000000013","3212-3216 East Morley Way, Seattle, WA 98112, USA","Seattle Medic 1","822"
"47.63000000000001","-122.28500000000014","3708 East Highland Drive, Seattle, WA 98112, USA","Seattle Medic 1","775"
"47.63000000000001","-122.28000000000014","1203-1207 41st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","860"
"47.63000000000001","-122.27500000000015","1230 Knox Place East, Seattle, WA 98112, USA","Seattle Medic 1","884"
"47.63500000000001","-122.41000000000003","2598 Perkins Lane West, Seattle, WA 98199, USA","Seattle Medic 18","891"
"47.63500000000001","-122.40500000000003","1714 Magnolia Boulevard West, Seattle, WA 98199, USA","Seattle Medic 18","585"
"47.63500000000001","-122.40000000000003","1500 Magnolia Boulevard West, Seattle, WA 98199, USA","Seattle Medic 18","534"
"47.63500000000001","-122.39500000000004","2918 West Blaine Street, Seattle, WA 98199, USA","Seattle Medic 18","541"
"47.63500000000001","-122.39000000000004","1533-1537 Magnolia Way West, Seattle, WA 98199, USA","Seattle Medic 18","561"
"47.63500000000001","-122.38500000000005","2300-2354 West Garfield Street, Seattle, WA 98119, USA","Seattle Medic 18","448"
"47.63500000000001","-122.38000000000005","78 Elliott Bay Trail (Terminal 91 Bike Path), Seattle, WA 98119, USA","Seattle Medic 18","483"
"47.63500000000001","-122.37500000000006","1401 West Blaine Street, Seattle, WA 98119, USA","Seattle Medic 18","327"
"47.63500000000001","-122.37000000000006","914 West Blaine Street, Seattle, WA 98119, USA","Seattle Medic 18","396"
"47.63500000000001","-122.36500000000007","1804 6th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","489"
"47.63500000000001","-122.36000000000007","238 West Blaine Street, Seattle, WA 98119, USA","Seattle Medic 18","537"
"47.63500000000001","-122.35500000000008","110-112 Blaine Street, Seattle, WA 98109, USA","Seattle Medic 18","615"
"47.63500000000001","-122.35000000000008","361 Blaine Street, Seattle, WA 98109, USA","Seattle Medic 1","753"
"47.63500000000001","-122.34500000000008","1800 Taylor Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","743"
"47.63500000000001","-122.34000000000009","1800 Westlake Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","700"
"47.63500000000001","-122.3350000000001","1700 Westlake Avenue North, Seattle, WA 98109, USA","Seattle Medic 1","638"
"47.63500000000001","-122.3300000000001","1903-2099 Fairview Avenue East, Seattle, WA 98102, USA","Seattle Medic 1","516"
"47.63500000000001","-122.3250000000001","200-210 East Blaine Street, Seattle, WA 98102, USA","Seattle Medic 1","475"
"47.63500000000001","-122.3200000000001","901-999 East Blaine Street, Seattle, WA 98102, USA","Seattle Medic 1","602"
"47.63500000000001","-122.31500000000011","1351 East Howe Street, Seattle, WA 98102, USA","Seattle Medic 1","777"
"47.63500000000001","-122.31000000000012","1722-1998 Interlaken Drive East, Seattle, WA 98112, USA","Seattle Medic 1","703"
"47.63500000000001","-122.30500000000012","2053 Interlaken Place East, Seattle, WA 98112, USA","Seattle Medic 1","758"
"47.63500000000001","-122.30000000000013","1695-1735 Boyer Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","743"
"47.63500000000001","-122.29500000000013","Arboretum Drive East, Seattle, WA 98112, USA","Seattle Medic 1","949"
"47.63500000000001","-122.29000000000013","1651 Windermere Drive East, Seattle, WA 98112, USA","Seattle Medic 1","864"
"47.63500000000001","-122.28500000000014","1810-1828 37th Place East, Seattle, WA 98112, USA","Seattle Medic 1","838"
"47.63500000000001","-122.28000000000014","1809 41st Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","846"
"47.63500000000001","-122.27500000000015","1800-1802 43rd Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","885"
"47.640000000000015","-122.41500000000002","2457 Perkins Lane West, Seattle, WA 98199, USA","Seattle Medic 18","836"
"47.640000000000015","-122.41000000000003","4111 West Parkmont Place, Seattle, WA 98199, USA","Seattle Medic 18","696"
"47.640000000000015","-122.40500000000003","2420-2426 Montavista Place West, Seattle, WA 98199, USA","Seattle Medic 18","651"
"47.640000000000015","-122.40000000000003","3216 West Wheeler Street, Seattle, WA 98199, USA","Seattle Medic 18","638"
"47.640000000000015","-122.39500000000004","2414 30th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18","556"
"47.640000000000015","-122.39000000000004","2515-2599 West McGraw Street, Seattle, WA 98199, USA","Seattle Medic 18","494"
"47.640000000000015","-122.38500000000005","2321 23rd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18","401"
"47.640000000000015","-122.38000000000005","West Wheeler Street, Seattle, WA 98119, USA","Seattle Medic 18","359"
"47.640000000000015","-122.37500000000006","2247 14th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","324"
"47.640000000000015","-122.37000000000006","2408-2414 10th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","414"
"47.640000000000015","-122.36500000000007","2401-2499 6th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","489"
"47.640000000000015","-122.36000000000007","2410 3rd Avenue West, Seattle, WA 98119, USA","Seattle Medic 18","476"
"47.640000000000015","-122.35500000000008","109-113 McGraw Street, Seattle, WA 98109, USA","Seattle Medic 18","541"
"47.640000000000015","-122.35000000000008","360 McGraw Street, Seattle, WA 98109, USA","Seattle Medic 18","567"
"47.640000000000015","-122.34500000000008","501-599 McGraw Street, Seattle, WA 98109, USA","Seattle Medic 18","541"
"47.640000000000015","-122.34000000000009","2146 Lake Union Trail, Seattle, WA 98109, USA","Seattle Medic 18","517"
"47.640000000000015","-122.3350000000001","2301 Fairview Avenue East, Seattle, WA 98102, USA","Seattle Medic 1","506"
"47.640000000000015","-122.3300000000001","2301 Fairview Avenue East, Seattle, WA 98102, USA","Seattle Medic 1","506"
"47.640000000000015","-122.3250000000001","214 East Lynn Street, Seattle, WA 98102, USA","Seattle Medic 1","453"
"47.640000000000015","-122.3200000000001","2310 10th Avenue East, Seattle, WA 98102, USA","Seattle Medic 1","513"
"47.640000000000015","-122.31500000000011","1333 East Interlaken Boulevard, Seattle, WA 98112, USA","Seattle Medic 1","559"
"47.640000000000015","-122.31000000000012","1611 East McGraw Street, Seattle, WA 98112, USA","Seattle Medic 1","615"
"47.640000000000015","-122.30500000000012","2000-2198 East McGraw Street, Seattle, WA 98112, USA","Seattle Medic 1","647"
"47.640000000000015","-122.30000000000013","2320 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","643"
"47.640000000000015","-122.29500000000013","Arboretum Drive East, Seattle, WA 98112, USA","Seattle Medic 1","937"
"47.640000000000015","-122.29000000000013","3326-3332 East Shore Drive, Seattle, WA 98112, USA","Seattle Medic 1","902"
"47.640000000000015","-122.28500000000014","2315-2319 38th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1","902"
